HAYA_ID|GESTOR|USUARIO
7230762|GADM|dgomez
7230763|GADM|dgomez
7230764|GADM|dgomez
7230765|GADM|dgomez
7230766|GADM|dgomez
7230767|GADM|dgomez
7230768|GADM|dgomez
7230769|GADM|dgomez
7230770|GADM|dgomez
7230771|GADM|dgomez
7230772|GADM|dgomez
7230773|GADM|dgomez
7230774|GADM|dgomez
7230775|GADM|dgomez
7230776|GADM|dgomez
7230777|GADM|dgomez
7230778|GADM|dgomez
7230779|GADM|dgomez
7230780|GADM|dgomez
7230781|GADM|dgomez
7230782|GADM|dgomez
7230783|GADM|dgomez
7230784|GADM|dgomez
7230785|GADM|dgomez
7230786|GADM|dgomez
7230787|GADM|dgomez
7230788|GADM|dgomez
7230789|GADM|dgomez
7230790|GADM|dgomez
7230791|GADM|dgomez
7230792|GADM|dgomez
7230793|GADM|dgomez
7230794|GADM|dgomez
7230795|GADM|dgomez
7230796|GADM|dgomez
7230797|GADM|dgomez
7230798|GADM|dgomez
7230799|GADM|dgomez
7230800|GADM|dgomez
7230801|GADM|dgomez
7230802|GADM|dgomez
7230803|GADM|dgomez
7230804|GADM|dgomez
7248301|GADM|dgomez
7248724|GADM|dgomez
7230805|GADM|dgomez
7230806|GADM|dgomez
7230807|GADM|dgomez
7230808|GADM|dgomez
7230809|GADM|dgomez
7230810|GADM|dgomez
7230811|GADM|dgomez
7230812|GADM|dgomez
7230813|GADM|dgomez
7230814|GADM|dgomez
7230815|GADM|dgomez
7230816|GADM|dgomez
7230817|GADM|dgomez
7230818|GADM|dgomez
7230819|GADM|dgomez
7230820|GADM|dgomez
7230821|GADM|dgomez
7230822|GADM|dgomez
7249413|GADM|dgomez
7249549|GADM|dgomez
7249731|GADM|dgomez
7230823|GADM|dgomez
7230824|GADM|dgomez
7230825|GADM|dgomez
7230826|GADM|dgomez
7249780|GADM|dgomez
7249781|GADM|dgomez
7230827|GADM|dgomez
7230828|GADM|dgomez
7230829|GADM|dgomez
7230830|GADM|dgomez
7230831|GADM|dgomez
7230832|GADM|dgomez
7230833|GADM|dgomez
7230834|GADM|dgomez
7249821|GADM|dgomez
7230835|GADM|dgomez
7230836|GADM|dgomez
7230837|GADM|dgomez
7230838|GADM|dgomez
7230839|GADM|dgomez
7230840|GADM|dgomez
7230841|GADM|dgomez
7230842|GADM|dgomez
7230843|GADM|dgomez
7230844|GADM|dgomez
7230845|GADM|dgomez
7230846|GADM|dgomez
7230847|GADM|dgomez
7230848|GADM|dgomez
7230849|GADM|dgomez
7230850|GADM|dgomez
7230851|GADM|dgomez
7230852|GADM|dgomez
7230853|GADM|dgomez
7230854|GADM|dgomez
7230855|GADM|dgomez
7230856|GADM|dgomez
7230857|GADM|dgomez
7288668|GADM|dgomez
7230858|GADM|dgomez
7249889|GADM|dgomez
7230859|GADM|dgomez
7230860|GADM|dgomez
7249895|GADM|dgomez
7249896|GADM|dgomez
7249897|GADM|dgomez
7290387|GADM|dgomez
7230861|GADM|dgomez
7230862|GADM|dgomez
7230863|GADM|dgomez
7230864|GADM|dgomez
7230865|GADM|dgomez
7230866|GADM|dgomez
7249907|GADM|dgomez
7230867|GADM|dgomez
7230868|GADM|dgomez
7230869|GADM|dgomez
7230870|GADM|dgomez
7230871|GADM|dgomez
7230872|GADM|dgomez
7230873|GADM|dgomez
7230874|GADM|dgomez
7230875|GADM|dgomez
7230876|GADM|dgomez
7230877|GADM|dgomez
7230878|GADM|dgomez
7230879|GADM|dgomez
7230880|GADM|dgomez
7230881|GADM|dgomez
7230882|GADM|dgomez
7230883|GADM|dgomez
7230884|GADM|dgomez
7230885|GADM|dgomez
7230886|GADM|dgomez
7249956|GADM|dgomez
7230887|GADM|dgomez
7249974|GADM|dgomez
7249975|GADM|dgomez
7249976|GADM|dgomez
7249978|GADM|dgomez
7249984|GADM|dgomez
7249985|GADM|dgomez
7249986|GADM|dgomez
7250006|GADM|dgomez
7250017|GADM|dgomez
7285169|GADM|dgomez
7250046|GADM|dgomez
7250082|GADM|dgomez
7250093|GADM|dgomez
7250135|GADM|dgomez
7250181|GADM|dgomez
7250188|GADM|dgomez
7250192|GADM|dgomez
7250205|GADM|dgomez
7250213|GADM|dgomez
7250253|GADM|dgomez
7250271|GADM|dgomez
7250273|GADM|dgomez
7250297|GADM|dgomez
7250298|GADM|dgomez
7250351|GADM|dgomez
7250366|GADM|dgomez
7250398|GADM|dgomez
7250399|GADM|dgomez
7250400|GADM|dgomez
7250469|GADM|dgomez
7250475|GADM|dgomez
7250494|GADM|dgomez
7250536|GADM|dgomez
7250662|GADM|dgomez
7250822|GADM|dgomez
7250869|GADM|dgomez
7250878|GADM|dgomez
7250881|GADM|dgomez
7250882|GADM|dgomez
7250883|GADM|dgomez
7250884|GADM|dgomez
7250885|GADM|dgomez
7250886|GADM|dgomez
7250887|GADM|dgomez
7250888|GADM|dgomez
7250889|GADM|dgomez
7250890|GADM|dgomez
7250891|GADM|dgomez
7250892|GADM|dgomez
7250893|GADM|dgomez
7250894|GADM|dgomez
7250895|GADM|dgomez
7251020|GADM|dgomez
7251064|GADM|dgomez
7251392|GADM|dgomez
7251393|GADM|dgomez
7252805|GADM|dgomez
7252813|GADM|dgomez
7253584|GADM|dgomez
7255474|GADM|dgomez
7255484|GADM|dgomez
7258578|GADM|dgomez
7258586|GADM|dgomez
7260328|GADM|dgomez
7260398|GADM|dgomez
7260399|GADM|dgomez
7260400|GADM|dgomez
7260408|GADM|dgomez
7260463|GADM|dgomez
7260478|GADM|dgomez
7260576|GADM|dgomez
7260754|GADM|dgomez
7260756|GADM|dgomez
7260783|GADM|dgomez
7260791|GADM|dgomez
7260792|GADM|dgomez
7260826|GADM|dgomez
7260835|GADM|dgomez
7260845|GADM|dgomez
7260932|GADM|dgomez
7260934|GADM|dgomez
7260989|GADM|dgomez
7260992|GADM|dgomez
7261036|GADM|dgomez
7261037|GADM|dgomez
7261038|GADM|dgomez
7261039|GADM|dgomez
7230888|GADM|dgomez
7230889|GADM|dgomez
7230890|GADM|dgomez
7230891|GADM|dgomez
7261084|GADM|dgomez
7261095|GADM|dgomez
7261096|GADM|dgomez
7261109|GADM|dgomez
7261124|GADM|dgomez
7230892|GADM|dgomez
7261147|GADM|dgomez
7230893|GADM|dgomez
7230894|GADM|dgomez
